measurementTime,id,x,y
25.4,flow_0.2,0.380991,99.034986
25.5,flow_0.2,0.870403,99.562242
25.6,flow_0.2,1.509625,99.945775
25.7,flow_0.2,2.148615,100.329169
25.8,flow_0.2,2.784217,100.710530
25.9,flow_0.2,3.436907,101.062415
26,flow_0.2,4.173677,101.167668
26.1,flow_0.2,4.906618,101.272374
26.2,flow_0.2,5.646551,101.378079
26.3,flow_0.2,6.387678,101.483954
26.4,flow_0.2,7.118249,101.588321
26.5,flow_0.2,7.855259,101.600000
26.6,flow_0.2,8.607419,101.600000
26.7,flow_0.2,9.379335,101.600000
26.8,flow_0.2,10.170686,101.600000
26.9,flow_0.2,10.976595,101.600000
33.3,flow_0.0,49.938096,-1.600000
33.4,flow_0.0,48.518612,-1.600000
33.5,flow_0.0,47.095969,-1.600000
33.6,flow_0.0,45.668632,-1.600000
33.7,flow_0.0,44.237886,-1.600000
33.8,flow_0.0,42.818780,-1.600000
33.9,flow_0.0,41.393938,-1.600000
34,flow_0.0,39.964290,-1.600000
34.1,flow_0.0,38.545421,-1.600000
34.2,flow_0.0,37.124110,-1.600000
34.3,flow_0.0,35.695161,-1.600000
34.4,flow_0.0,34.269173,-1.600000
34.5,flow_0.0,32.847766,-1.600000
