measurementTime,id,x,y
27,flow_0.0,101.600000,16.328002
27.1,flow_0.0,101.600000,15.134621
27.2,flow_0.0,101.600000,13.986239
27.3,flow_0.0,101.600000,12.882857
27.4,flow_0.0,101.600000,11.824475
27.5,flow_0.0,101.600000,10.811094
27.6,flow_0.0,101.600000,9.842712
27.7,flow_0.0,101.600000,8.919330
27.8,flow_0.0,101.600000,8.040948
27.9,flow_0.0,101.600000,7.207141
28,flow_0.0,101.485105,6.395737
28.1,flow_0.0,101.370281,5.591968
28.2,flow_0.0,101.255244,4.786706
28.3,flow_0.0,101.140275,3.981923
28.4,flow_0.0,100.954537,3.190894
28.5,flow_0.0,100.533191,2.488651
28.6,flow_0.0,100.110003,1.783338
28.7,flow_0.0,99.686435,1.077392
28.8,flow_0.0,99.171971,0.463182
28.9,flow_0.0,98.474480,0.044688
29,flow_0.0,97.772232,-0.376661
29.1,flow_0.0,97.069019,-0.798588
29.2,flow_0.0,96.318035,-1.097424
29.2,flow_0.1,101.600000,81.609693
29.3,flow_0.0,95.510175,-1.212832
29.3,flow_0.1,101.600000,80.550194
29.4,flow_0.0,94.697328,-1.328953
29.4,flow_0.1,101.600000,79.469669
29.5,flow_0.0,93.886384,-1.444802
29.5,flow_0.1,101.600000,78.372101
29.6,flow_0.0,93.081846,-1.559736
29.6,flow_0.1,101.600000,77.256441
29.7,flow_0.0,92.269566,-1.600000
29.7,flow_0.1,101.600000,76.116030
29.8,flow_0.0,91.437811,-1.600000
29.8,flow_0.1,101.600000,74.954745
29.9,flow_0.0,90.587161,-1.600000
29.9,flow_0.1,101.600000,73.778678
30,flow_0.0,89.717974,-1.600000
30,flow_0.1,101.600000,72.585278
30.1,flow_0.0,88.834080,-1.600000
30.1,flow_0.1,101.600000,71.371733
30.2,flow_0.0,87.925360,-1.600000
30.2,flow_0.1,101.600000,70.143776
30.3,flow_0.0,86.997620,-1.600000
30.3,flow_0.1,101.600000,68.898230
30.4,flow_0.0,86.043948,-1.600000
30.4,flow_0.1,101.600000,67.630261
30.5,flow_0.0,85.065159,-1.600000
30.5,flow_0.1,101.600000,66.342640
30.6,flow_0.1,101.600000,65.040538
30.7,flow_0.1,101.600000,63.712477
30.8,flow_0.1,101.600000,62.366925
30.8,flow_1.1,75.313092,98.400000
30.9,flow_0.1,101.600000,60.996583
30.9,flow_1.1,74.307950,98.400000
31,flow_0.1,101.600000,59.600856
31,flow_1.1,73.284154,98.400000
31.1,flow_0.1,101.600000,58.189274
31.1,flow_1.1,72.240866,98.400000
31.2,flow_0.1,101.600000,56.757307
31.2,flow_1.1,71.182106,98.400000
31.3,flow_0.1,101.600000,55.306352
31.3,flow_1.1,70.101287,98.400000
31.4,flow_0.1,101.600000,53.863612
31.4,flow_1.1,68.995012,98.400000
31.5,flow_0.1,101.600000,52.415902
31.5,flow_1.1,67.869238,98.400000
31.6,flow_0.1,101.600000,50.964287
31.6,flow_1.1,66.717622,98.400000
31.7,flow_0.1,101.600000,49.519938
31.7,flow_1.1,65.548446,98.400000
31.7,flow_0.2,67.466133,101.600000
31.8,flow_0.1,101.600000,48.074257
31.8,flow_1.1,64.356488,98.400000
31.8,flow_0.2,68.765042,101.600000
31.9,flow_0.1,101.600000,46.626983
31.9,flow_1.1,63.140538,98.400000
31.9,flow_0.2,70.057788,101.600000
32,flow_0.1,101.600000,45.186399
32,flow_1.1,61.922678,98.400000
32,flow_0.2,71.348820,101.600000
32.1,flow_0.1,101.600000,43.745895
32.1,flow_1.1,60.694352,98.400000
32.1,flow_0.2,72.641202,101.600000
32.2,flow_0.1,101.600000,42.297943
32.2,flow_1.1,59.474288,98.400000
32.2,flow_0.2,73.943730,101.600000
32.3,flow_0.1,101.600000,40.846806
32.3,flow_1.1,58.248067,98.400000
32.3,flow_0.2,75.211005,101.600000
32.4,flow_0.1,101.600000,39.399078
32.4,flow_1.1,57.019926,98.400000
32.4,flow_0.2,76.440018,101.600000
32.5,flow_0.1,101.600000,37.949331
32.5,flow_1.1,55.800490,98.400000
32.5,flow_0.2,77.624032,101.600000
32.6,flow_0.1,101.600000,36.508183
32.6,flow_1.1,54.580435,98.400000
32.6,flow_0.2,78.763045,101.600000
32.7,flow_0.1,101.600000,35.064585
32.7,flow_1.1,53.350083,98.400000
32.7,flow_0.2,79.857059,101.600000
32.8,flow_0.1,101.600000,33.612907
32.8,flow_1.1,52.127965,98.400000
32.8,flow_0.2,80.908636,101.600000
32.9,flow_0.1,101.600000,32.170339
32.9,flow_1.1,50.909027,98.400000
32.9,flow_0.2,81.915213,101.600000
33,flow_0.1,101.600000,30.730600
33,flow_1.1,49.681978,98.400000
33,flow_0.2,82.876789,101.600000
33.1,flow_0.1,101.600000,29.282651
33.1,flow_1.1,48.463066,98.400000
33.1,flow_0.2,83.793366,101.600000
33.2,flow_0.1,101.600000,27.836817
33.2,flow_1.1,47.239729,98.400000
33.2,flow_0.2,84.664943,101.600000
33.3,flow_0.1,101.600000,26.388540
33.3,flow_1.1,46.011583,98.400000
33.3,flow_0.2,85.491520,101.600000
33.4,flow_0.1,101.600000,24.945122
33.4,flow_0.2,86.273096,101.600000
33.5,flow_0.2,87.009673,101.600000
33.6,flow_0.2,87.701250,101.600000
33.7,flow_0.2,88.347827,101.600000
33.8,flow_0.2,89.020404,101.600000
33.9,flow_0.2,89.718980,101.600000
34,flow_0.2,90.443557,101.600000
34.1,flow_0.2,91.194134,101.600000
34.2,flow_0.2,91.970711,101.600000
34.3,flow_0.2,92.766018,101.600000
34.4,flow_0.2,93.509237,101.498680
34.5,flow_0.2,94.251752,101.392607
34.6,flow_0.2,94.993150,101.286693
34.7,flow_0.2,95.734335,101.180809
34.8,flow_0.2,96.466092,101.076273
34.9,flow_0.2,97.130415,100.761751
35,flow_0.2,97.772977,100.376214
35.1,flow_0.2,98.407918,99.995249
35.2,flow_0.2,99.044602,99.613239
35.3,flow_0.2,99.569184,99.118027
35.4,flow_0.2,99.950001,98.483331
35.5,flow_0.2,100.331841,97.846932
35.6,flow_0.2,100.714094,97.209843
35.7,flow_0.2,101.063692,96.554156
35.8,flow_0.2,101.169781,95.811532
35.9,flow_0.2,101.275560,95.071077
36,flow_0.2,101.380104,94.339269
36.1,flow_0.2,101.484699,93.607105
36.2,flow_0.2,101.590541,92.866210
36.3,flow_0.2,101.600000,92.119542
36.4,flow_0.2,101.600000,91.352510
36.5,flow_0.2,101.600000,90.564718
36.6,flow_0.2,101.600000,89.757410
36.7,flow_0.2,101.600000,88.929977
36.8,flow_0.2,101.600000,88.085919
36.9,flow_0.2,101.600000,87.226184
37,flow_0.2,101.600000,86.341903
37.1,flow_0.2,101.600000,85.441599
37.2,flow_0.2,101.600000,84.525477
37.3,flow_0.2,101.600000,83.595187
37.4,flow_0.2,101.600000,82.643179
37.5,flow_0.2,101.600000,81.666875
37.6,flow_0.2,101.600000,80.674514
37.7,flow_0.2,101.600000,79.656456
37.8,flow_0.2,101.600000,78.612901
37.9,flow_0.2,101.600000,77.551184
38,flow_0.2,101.600000,76.475882
38.1,flow_0.2,101.600000,75.385039
38.2,flow_0.2,101.600000,74.277421
38.3,flow_0.2,101.600000,73.149328
38.4,flow_0.2,101.600000,71.998254
38.5,flow_0.2,101.600000,70.829284
38.6,flow_0.2,101.600000,69.647151
38.7,flow_0.2,101.600000,68.439792
38.8,flow_0.2,101.600000,67.218348
38.9,flow_0.2,101.600000,65.983784
39,flow_0.2,101.600000,64.728089
39.1,flow_0.2,101.600000,63.449545
39.2,flow_0.2,101.600000,62.153098
39.3,flow_0.2,101.600000,60.852103
39.4,flow_0.2,101.600000,59.549652
39.5,flow_0.2,101.600000,58.256996
41,flow_1.1,1.600000,71.301509
41.1,flow_1.1,1.600000,70.214604
41.2,flow_1.1,1.600000,69.110273
41.3,flow_1.1,1.600000,67.987045
41.4,flow_1.1,1.600000,66.847305
41.5,flow_1.1,1.600000,65.683407
41.6,flow_1.1,1.600000,64.497970
41.7,flow_1.1,1.600000,63.291988
41.8,flow_1.1,1.600000,62.062845
41.9,flow_1.1,1.600000,60.844754
42,flow_1.1,1.600000,59.625007
42.1,flow_1.1,1.600000,58.398333
42.2,flow_1.1,1.600000,57.170018
42.3,flow_1.1,1.600000,55.947818
42.4,flow_1.1,1.600000,54.720074
42.5,flow_1.1,1.600000,53.499691
42.6,flow_1.1,1.600000,52.280711
42.7,flow_1.1,1.600000,51.053341
42.8,flow_1.1,1.600000,49.828045
42.9,flow_1.1,1.600000,48.609584
43,flow_1.1,1.600000,47.387373
51.5,flow_0.2,24.736929,-1.600000
51.6,flow_0.2,23.436819,-1.600000
51.7,flow_0.2,22.142432,-1.600000
51.8,flow_0.2,20.847774,-1.600000
51.9,flow_0.2,19.553253,-1.600000
52,flow_0.2,18.253904,-1.600000
52.1,flow_0.2,16.957235,-1.600000
52.2,flow_0.2,15.661321,-1.600000
52.3,flow_0.2,14.371479,-1.600000
52.4,flow_0.2,13.079806,-1.600000
52.5,flow_0.2,11.779735,-1.600000
52.6,flow_0.2,10.477028,-1.600000
52.7,flow_0.2,9.178490,-1.600000
52.8,flow_0.2,7.883316,-1.600000
