measurementTime,id,x,y
0.2,flow_0.0,-1.600000,12.325648
0.3,flow_0.0,-1.600000,12.375831
0.4,flow_0.0,-1.600000,12.450112
0.5,flow_0.0,-1.600000,12.550352
0.6,flow_0.0,-1.600000,12.671495
0.7,flow_0.0,-1.600000,12.811838
0.8,flow_0.0,-1.600000,12.970518
0.9,flow_0.0,-1.600000,13.151817
1,flow_0.0,-1.600000,13.355575
1.1,flow_0.0,-1.600000,13.576812
1.2,flow_0.0,-1.600000,13.811806
1.3,flow_0.0,-1.600000,14.070510
1.4,flow_0.0,-1.600000,14.348941
1.5,flow_0.0,-1.600000,14.651111
1.6,flow_0.0,-1.600000,14.970811
1.7,flow_0.0,-1.600000,15.314705
1.8,flow_0.0,-1.600000,15.681446
1.9,flow_0.0,-1.600000,16.062487
2,flow_0.0,-1.600000,16.466899
2.1,flow_0.0,-1.600000,16.888356
2.2,flow_0.0,-1.600000,17.334187
2.3,flow_0.0,-1.600000,17.794335
2.4,flow_0.0,-1.600000,18.279699
2.5,flow_0.0,-1.600000,18.786592
2.6,flow_0.0,-1.600000,19.316787
2.7,flow_0.0,-1.600000,19.872616
2.8,flow_0.0,-1.600000,20.449263
2.9,flow_0.0,-1.600000,21.041130
3,flow_0.0,-1.600000,21.647281
3.1,flow_0.0,-1.600000,22.278320
3.2,flow_0.0,-1.600000,22.927280
3.3,flow_0.0,-1.600000,23.593886
3.4,flow_0.0,-1.600000,24.284669
3.5,flow_0.0,-1.600000,24.992629
3.6,flow_0.0,-1.600000,25.718280
3.7,flow_0.0,-1.600000,26.463486
3.8,flow_0.0,-1.600000,27.230552
3.9,flow_0.0,-1.600000,28.013373
4,flow_0.0,-1.600000,28.814909
4.1,flow_0.0,-1.600000,29.641062
4.2,flow_0.0,-1.600000,30.483203
4.3,flow_0.0,-1.600000,31.349946
4.4,flow_0.0,-1.600000,32.236160
4.5,flow_0.0,-1.600000,33.142859
4.6,flow_0.0,-1.600000,34.072704
4.7,flow_0.0,-1.600000,35.026262
4.8,flow_0.0,-1.600000,35.993228
4.9,flow_0.0,-1.600000,36.975852
5,flow_0.0,-1.600000,37.978490
5.1,flow_0.0,-1.600000,38.999171
13.6,flow_1.1,53.902849,1.600000
13.7,flow_1.1,55.128481,1.600000
13.8,flow_1.1,56.351522,1.600000
13.9,flow_1.1,57.575167,1.600000
14,flow_1.1,58.795669,1.600000
14.1,flow_1.1,60.017191,1.600000
14.2,flow_1.1,61.239448,1.600000
14.3,flow_1.1,62.459831,1.600000
14.4,flow_1.1,63.685687,1.600000
14.5,flow_1.1,64.907234,1.600000
14.6,flow_1.1,66.134218,1.600000
